TenantId,SiteId,SiteName,SiteURL,SiteTemplate,PrimaryAdmin,PrimaryAdminEmail,ExternalSharing,SitePrivacy,SiteSensitivity,NumberOfUsersHavingAccess,GuestUserPermissions,ExternalParticipantPermissions,EntraGroupCount,FileCount,ItemsWithUniquePermissionsCount,PeopleInYourOrgLinkCount,AnyoneLinkCount,EEEUPermissionCount,EveryonePermissionCount,ReportDate
b15492d9-ee33-4930-9efd-2b7f2c8183b7,abe8dd29-be09-4cda-99c6-70a2d9f292fb,Contoso Design Team ,https://contosoenergyusa40.sharepoint.com/sites/ContosoDesignTeam,Team site,Mona Kane,admin@contosoenergyusa40.onmicrosoft.com,TRUE,,General,2,0,0,0,11,3,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,701eaac0-609b-4105-87b9-c3a67b73a380,Product2026,https://contosoenergyusa40.sharepoint.com/teams/Product2026,Team site,Mona Kane,admin@contosoenergyusa40.onmicrosoft.com,FALSE,Private,Top Secret,2031,0,0,0,108,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,a1dbd47c-a7e4-49f1-960e-d8bf49b300f4,product-day-site,https://contosoenergyusa40.sharepoint.com/sites/product-day-site,Communication site,John Doe,johnm@contosoenergyusa40.onmicrosoft.com,FALSE,Private,Internal,2,0,0,0,3,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,020da96a-a34a-4592-baeb-50e12226f991,Red Team,https://contosoenergyusa40.sharepoint.com/teams/RedTeam ,Other site,RedTeam Owners,RedTeam_Owners@contosoenergyusa40.onmicrosoft.com,,,,2,0,0,3,3,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,79d60733-4ea2-47fa-8be4-eee7df8d9f88,Contoso Security,https://contosoenergyusa40.sharepoint.com/sites/ContosoSecurity,Other site,Mona Kane,admin@contosoenergyusa40.onmicrosoft.com,,,,2,0,0,0,1474,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,eba080a9-ba97-4619-af46-7bfa42cef9f2,Universal Annotation ,https://contosoenergyusa40.sharepoint.com/sites/UniversalAnnotation,Other site,Universal Annotation,UniversalAnnotation@contosoenergyusa40.onmicrosoft.com,,,,2,0,0,3,5,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,69ca3e42-6397-4066-889e-ce564e3dcf95,Budget Leads,https://contosoenergyusa40.sharepoint.com/sites/BudgetLeads,Communication site,Bob Davis ,Bob@contosoenergyusa40.onmicrosoft.com,FALSE,,Internal,2,0,0,0,11,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,df03f332-25f3-4b00-9066-178a3f0f9564,CommTestingSite,https://contosoenergyusa40.sharepoint.com/sites/CommTestingSite,Communication site,Mona Kane,admin@contosoenergyusa40.onmicrosoft.com,FALSE,,General,2,0,0,0,3,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,9fdf5af0-ca5c-4b7b-a615-952bc00eb763,Contoso North America ,https://contosoenergyusa40.sharepoint.com/sites/ContosoNorthAmerica,Other site,NorthAmerica Owners ,northamericaowners@contosoenergyusa40.onmicrosoft.com,,,,2,0,0,3,9,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,afa14fca-2f45-4124-a060-0e1ea6f70656,Search Store,https://contosoenergyusa40.sharepoint.com/teams/Search Store,Team site,teamgrp Owners,teamgrp@contosoenergyusa40.onmicrosoft.com,TRUE,Public,General,2,0,0,3,0,0,0,0,1,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,4efea440-5013-466f-862a-1a660bb15eaf,SearchHubSite,https://contosoenergyusa40.sharepoint.com/sites/SearchHubSite,Team site,SearchHubSite Owners,SearchHubSite@contosoenergyusa40.onmicrosoft.com,TRUE,Private,,2,0,0,3,5,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,3de3ffcc-b59a-4cab-837c-0de7cbf4509c,Market Analysis,https://contosoenergyusa40.sharepoint.com/sites/MarketAnalysis,Other site,Kevin P,Kevin@contosoenergyusa40.onmicrosoft.com,,,,2,0,0,0,10,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,160ca3e3-0386-4736-a022-1560f4a7c905,Investor Research,https://contosoenergyusa40.sharepoint.com/sites/InvestorResearch,Communication site,Kevin P,Kevin@contosoenergyusa40.onmicrosoft.com,FALSE,,General,2,0,0,0,11,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,fef242be-083d-40d0-8ddc-d37308b6e963,SitePolicyComparisonTest1,https://contosoenergyusa40.sharepoint.com/sites/SitePolicyComparisonTest1,Other site,Bob Davis ,Bob@contosoenergyusa40.onmicrosoft.com,,,,2,0,0,0,10,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,7a5ef641-d1cd-4414-a13d-d021d9eae162,CommAdminConfidential,https://contosoenergyusa40.sharepoint.com/sites/CommAdminConfidential,Communication site,Mona Kane,admin@contosoenergyusa40.onmicrosoft.com,FALSE,,Confidential,2,0,0,0,8,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,9f8a31e7-abd5-4952-b14c-b0600de4fa93,Archive Team,https://contosoenergyusa40.sharepoint.com/sites/ArchiveTeam,Team site,Archive Team Owners,ArchiveTeam@contosoenergyusa40.onmicrosoft.com,TRUE,Public,General,2,0,0,3,2,0,0,0,1,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,9a28d631-e0ee-4a0c-ba2c-0b76921de037,ESP Team,https://contosoenergyusa40.sharepoint.com/sites/ESPTeam,Other site,Mona Kane,admin@contosoenergyusa40.onmicrosoft.com,,,,2,0,0,0,13,4,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,bed33854-fb1a-4053-8e69-c6b0f1a3f9bc,Team Site,https://contosoenergyusa40.sharepoint.com/sites/TeamSite,Team site (no Microsoft 365 group),Mona Kane,admin@contosoenergyusa40.onmicrosoft.com,FALSE,,General,2,0,0,1,18,3,1,0,1,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,244c387f-4b0a-4444-b403-9a5fdecaad28,Contoso Agents,https://contosoenergyusa40.sharepoint.com/sites/Contosoagents,Communication site,Kevin P,Kevin@contosoenergyusa40.onmicrosoft.com,FALSE,,General,2,0,0,0,7,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,85c7854d-5d21-4b04-9cc7-2f1811c6f1c9,Wayne Enterprises,https://contosoenergyusa40.sharepoint.com/sites/WayneEnterprises,Other site,Bruce Wayne,bruce2@contosoenergyusa40.onmicrosoft.com,,,,2,0,0,0,7,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,20852926-efb1-46d1-92a7-5e03e7df8205,Annual Team Meeting ,https://contosoenergyusa40.sharepoint.com/sites/AnnualTeamMeeting,Other site,Aaron Gao,aaron@contosoenergyusa40.onmicrosoft.com,,,,1,0,0,0,6,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,c8361d3c-7668-45c7-8f09-01eaa57bacbe,Sales Product Day,https://contosoenergyusa40.sharepoint.com/sites/SalesProductDay,Communication site,John Doe,johnd@contosoenergyusa40.onmicrosoft.com,FALSE,Private,Internal,1,0,0,0,1,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,fa858977-be69-466a-a441-c4369c979045,Team APAC Region,https://contosoenergyusa40.sharepoint.com/sites/teamapacregion ,Communication site,Kevin P,Kevin@contosoenergyusa40.onmicrosoft.com,FALSE,,General,1,0,0,0,6,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,162a6841-307a-469a-9ce7-962c28f10b69,Team EU Region ,https://contosoenergyusa40.sharepoint.com/sites/TeamEURegion ,Communication site,Mona Kane,admin@contosoenergyusa40.onmicrosoft.com,FALSE,,General,1,0,0,0,1,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,0359f748-6e10-4818-b02a-a284b5a2cd05,Chicago Store,https://contosoenergyusa40.sharepoint.com/sites/chicagostore,Team site,Alex Wilbert,Alex@contosoenergyusa40.onmicrosoft.com,TRUE,Private,General,1,0,0,3,1,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,2358495e-1ff9-4dd5-b478-149384dec98a,Singapore Store ,https://contosoenergyusa40.sharepoint.com/sites/singaporestore,Team site,Mona Kane,admin@contosoenergyusa40.onmicrosoft.com,FALSE,,General,1,0,0,0,1,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,e1850645-f917-446e-82d2-79679251f470,Dublin Store ,https://contosoenergyusa40.sharepoint.com/sites/dublinstore,Team site,Mona Kane,admin@contosoenergyusa40.onmicrosoft.com,,,,1,0,0,0,2,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,b306b684-4a68-49bf-a375-0c8e29b17fe9,HarryCommSite2,https://contosoenergyusa40.sharepoint.com/sites/HarryCommSite2,Communication site,Alex Wilbert,alex@contosoenergyusa40.onmicrosoft.com,FALSE,,General,1,0,0,0,6,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,fb278f1b-c5ce-4b88-8902-b017e1efd8e8,Seattle Store,https://contosoenergyusa40.sharepoint.com/teams/SeattleStore,Team site,Seattle Store Owners,SeattleStore@contosoenergyusa40.onmicrosoft.com,TRUE,Public,General,1,0,0,3,2,0,0,0,1,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,8992f8a6-72a0-4379-a4c6-55d4316f85e2,ZLTeam - Private Channel 1,https://contosoenergyusa40.sharepoint.com/sites/ZLTeam-PrivateChannel1,Other site,Mona Kane,admin@contosoenergyusa40.onmicrosoft.com,FALSE,,Internal,1,0,0,0,2,0,0,0,0,0,2025-11-17T07:08:01Z
